created_at,text,retweets,likes
Wed Jan 20 03:27:00 +0000 2021,"[NYC Vaccine Hub] Marta Valle High School: 1 appt

Jan 20 – 5:40PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 03:23:49 +0000 2021,"[NYC Vaccine Hub] South Bronx Educational Campus: 1 appt

Jan 22 – 2:30PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 03:20:52 +0000 2021,"[NYC Vaccine Hub] Hillcrest High School: 1 appt

Jan 21 – 11:40AM

https://t.co/6WNIaPuHXQ",0,1
Wed Jan 20 03:19:43 +0000 2021,"[NYC Vaccine Hub] Adlai E. Stevenson High School: 1 appt

Jan 20 – 10:40AM

https://t.co/6WNIaPuHXQ",0,1
Wed Jan 20 03:17:12 +0000 2021,"[NYC Vaccine Hub] Marta Valle High School: 1 appt

Jan 20 – 12:00PM

https://t.co/6WNIaPuHXQ",0,1
Wed Jan 20 03:11:43 +0000 2021,"[NYC Vaccine Hub] George Westinghouse Vocational HS: 1 appt

Jan 22 – 11:00AM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 03:11:34 +0000 2021,"[NYC Vaccine Hub] Adlai E. Stevenson High School: 1 appt

Jan 20 – 2:00PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 03:09:15 +0000 2021,"[NYC Vaccine Hub] Marta Valle High School: 1 appt

Jan 20 – 2:40PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 03:04:35 +0000 2021,"[NYC Vaccine Hub] Beach Channel Educational Campus: 1 appt

Jan 22 – 3:00PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 02:58:13 +0000 2021,"[NYC Vaccine Hub] Marta Valle High School: 1 appt

Jan 20 – 10:10AM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 02:51:26 +0000 2021,"[NYC Vaccine Hub] Port Richmond High School: 1 appt

Jan 22 – 2:50PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 02:50:49 +0000 2021,"[NYC Vaccine Hub] August Martin High School: 1 appt

Jan 22 – 3:40PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 02:48:40 +0000 2021,"[NYC Vaccine Hub] Adlai E. Stevenson High School: 1 appt

Jan 21 – 10:10AM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 02:48:00 +0000 2021,"[NYC Vaccine Hub] Marta Valle High School: 1 appt

Jan 21 – 12:20PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 02:43:57 +0000 2021,"[NYC Vaccine Hub] South Bronx Educational Campus: 1 appt

Jan 21 – 12:40PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 02:43:56 +0000 2021,"[NYC Vaccine Hub] South Bronx Educational Campus: 1 appt

Jan 20 – 3:40PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 02:41:30 +0000 2021,"[NYC Vaccine Hub] Adlai E. Stevenson High School: 1 appt

Jan 21 – 12:30PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 02:36:39 +0000 2021,"[NYC Vaccine Hub] George Westinghouse Vocational HS: 1 appt

Jan 20 – 10:40AM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 02:35:47 +0000 2021,"[NYC Vaccine Hub] Canarsie High School: 1 appt

Jan 21 – 12:50PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 02:35:46 +0000 2021,"[NYC Vaccine Hub] Canarsie High School: 1 appt

Jan 20 – 10:40AM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 02:28:16 +0000 2021,"[NYC Vaccine Hub] Marta Valle High School: 1 appt

Jan 21 – 3:00PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 02:25:20 +0000 2021,"[NYC Vaccine Hub] Staten Island Technical High School: 1 appt

Jan 22 – 3:00PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 02:17:58 +0000 2021,"[NYC Vaccine Hub] Adlai E. Stevenson High School: 1 appt

Jan 22 – 4:10PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 02:17:48 +0000 2021,"[NYC Vaccine Hub] Walton Educational School: 1 appt

Jan 20 – 3:30PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 02:13:40 +0000 2021,"[NYC Vaccine Hub] Canarsie High School: 1 appt

Jan 22 – 2:30PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 02:13:18 +0000 2021,"[NYC Vaccine Hub] Port Richmond High School: 1 appt

Jan 20 – 4:10PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 02:12:46 +0000 2021,"[NYC Vaccine Hub] Canarsie High School: 1 appt

Jan 21 – 10:50AM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 02:09:59 +0000 2021,"[NYC Vaccine Hub] Abraham Lincoln High School: 1 appt

Jan 21 – 2:00PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 02:06:26 +0000 2021,"[NYC Vaccine Hub] Bushwick Educational Campus: 1 appt

Jan 21 – 2:10PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 01:51:15 +0000 2021,"[NYC Vaccine Hub] Port Richmond High School: 1 appt

Jan 20 – 12:40PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 01:47:36 +0000 2021,"[NYC Vaccine Hub] August Martin High School: 1 appt

Jan 22 – 4:50PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 01:39:38 +0000 2021,"[NYC Vaccine Hub] Hillcrest High School: 1 appt

Jan 22 – 5:30PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 01:37:47 +0000 2021,"[NYC Vaccine Hub] Port Richmond High School: 1 appt

Jan 21 – 2:40PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 01:36:02 +0000 2021,"[NYC Vaccine Hub] Marta Valle High School: 1 appt

Jan 21 – 2:30PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 01:32:01 +0000 2021,"[NYC Vaccine Hub] Beach Channel Educational Campus: 1 appt

Jan 22 – 4:50PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 01:32:00 +0000 2021,"[NYC Vaccine Hub] Beach Channel Educational Campus: 1 appt

Jan 21 – 5:30PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 01:31:06 +0000 2021,"[NYC Vaccine Hub] Aviation High School: 1 appt

Jan 22 – 5:20PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 01:30:40 +0000 2021,"[NYC Vaccine Hub] Aviation High School: 1 appt

Jan 21 – 5:40PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 01:28:52 +0000 2021,"[NYC Vaccine Hub] August Martin High School: 1 appt

Jan 22 – 12:10PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 01:28:26 +0000 2021,"[NYC Vaccine Hub] August Martin High School: 2 appts

Jan 21 – 5:00PM, 5:20PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 01:27:39 +0000 2021,"[NYC Vaccine Hub] Canarsie High School: 1 appt

Jan 22 – 10:40AM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 01:27:06 +0000 2021,"[NYC Vaccine Hub] August Martin High School: 1 appt

Jan 20 – 4:40PM

https://t.co/6WNIaPMiPo",0,0
Wed Jan 20 01:26:38 +0000 2021,"[NYC Vaccine Hub] Adlai E. Stevenson High School: 1 appt

Jan 20 – 1:50PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 01:26:10 +0000 2021,"[NYC Vaccine Hub] Abraham Lincoln High School: 1 appt

Jan 21 – 1:30PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 01:23:32 +0000 2021,"[NYC Vaccine Hub] Abraham Lincoln High School: 1 appt

Jan 20 – 3:50PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 01:23:10 +0000 2021,"[NYC Vaccine Hub] August Martin High School: 1 appt

Jan 24 – 10:30AM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 01:22:57 +0000 2021,"[NYC Vaccine Hub] Walton Educational School: 1 appt

Jan 20 – 3:10PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 01:21:35 +0000 2021,"[NYC Vaccine Hub] Port Richmond High School: 1 appt

Jan 21 – 4:40PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 01:19:28 +0000 2021,"[NYC Vaccine Hub] Staten Island Technical High School: 1 appt

Jan 20 – 12:00PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 01:16:11 +0000 2021,"[NYC Vaccine Hub] South Bronx Educational Campus: 1 appt

Jan 21 – 3:20PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 01:15:30 +0000 2021,"[NYC Vaccine Hub] Canarsie High School: 1 appt

Jan 20 – 5:30PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 01:14:00 +0000 2021,"[NYC Vaccine Hub] Hillcrest High School: 1 appt

Jan 22 – 3:20PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 01:13:42 +0000 2021,"[NYC Vaccine Hub] Aviation High School: 1 appt

Jan 20 – 10:10AM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 01:13:25 +0000 2021,"[NYC Vaccine Hub] Port Richmond High School: 1 appt

Jan 20 – 10:00AM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 01:13:14 +0000 2021,"[NYC Vaccine Hub] August Martin High School: 1 appt

Jan 21 – 4:20PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 01:11:54 +0000 2021,"[NYC Vaccine Hub] Adlai E. Stevenson High School: 1 appt

Jan 20 – 3:30PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 01:10:12 +0000 2021,"[NYC Vaccine Hub] Adlai E. Stevenson High School: 1 appt

Jan 21 – 5:40PM

https://t.co/6WNIaPuHXQ",0,0
Wed Jan 20 00:35:31 +0000 2021,"[NYC H+H] North Central Bronx Covid Vaccine Clinic: 1 appt

Jan 20 – 2:30PM

https://t.co/iVRnr1hjSf",0,0
Wed Jan 20 00:33:00 +0000 2021,"[NYC H+H] East NY Covid Vaccine Clinic: 1 appt

Jan 28 – 1:00PM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 23:53:15 +0000 2021,"[NYC H+H] Belvis Covid Vaccine Clinic: 1 appt

Feb  2 – 3:30PM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 23:47:33 +0000 2021,"[NYC H+H] North Central Bronx Covid Vaccine Clinic: 3 appts

Jan 20 – 7:00AM, 7:15AM, 7:30AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 23:35:47 +0000 2021,"[NYC H+H] Elmhurst Covid Vaccine Clinic: 1 appt

Jan 24 – 11:30AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 23:35:25 +0000 2021,"[NYC H+H] Belvis Covid Vaccine Clinic: 1 appt

Jan 30 – 4:30PM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 23:35:25 +0000 2021,"[NYC H+H] Belvis Covid Vaccine Clinic: 1 appt

Jan 20 – 6:30PM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 23:34:18 +0000 2021,"[NYC H+H] Belvis Covid Vaccine Clinic: 1 appt

Feb  1 – 11:30AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 23:19:54 +0000 2021,"[NYC H+H] Jacobi Covid Vaccine Clinic: 1 appt

Jan 20 – 6:00PM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 23:11:46 +0000 2021,"[NYC H+H] East NY Covid Vaccine Clinic: 1 appt

Jan 31 – 9:30AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 22:44:22 +0000 2021,"[NYC H+H] Queens Covid Vaccine Clinic: 1 appt

Jan 21 – 12:20PM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 22:39:38 +0000 2021,"[NYC H+H] Harlem Covid Vaccine Clinic: 1 appt

Jan 27 – 11:00AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 22:29:40 +0000 2021,"[NYC H+H] Vanderbilt Covid Vaccine Clinic: 1 appt

Jan 27 – 1:00AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 22:29:38 +0000 2021,"[NYC H+H] Woodhull Covid Vaccine Clinic: 1 appt

Jan 21 – 3:00PM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 22:19:02 +0000 2021,"[NYC H+H] Harlem Covid Vaccine Clinic: 1 appt

Jan 26 – 5:00PM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 22:17:54 +0000 2021,"[NYC H+H] Woodhull Covid Vaccine Clinic: 1 appt

Jan 21 – 5:00PM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 22:13:31 +0000 2021,"[NYC H+H] Belvis Covid Vaccine Clinic: 1 appt

Jan 23 – 9:30AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 22:07:12 +0000 2021,"[NYC H+H] North Central Bronx Covid Vaccine Clinic: 1 appt

Jan 20 – 11:00AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 22:06:12 +0000 2021,"[NYC H+H] Bellevue Covid Vaccine Clinic: 1 appt

Feb  2 – 11:15AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 21:48:43 +0000 2021,"[NYC H+H] Vanderbilt Covid Vaccine Clinic: 1 appt

Jan 21 – 1:00AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 21:46:27 +0000 2021,"[NYC H+H] Cumberland Covid Vaccine Clinic: 1 appt

Jan 25 – 10:30AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 21:45:24 +0000 2021,"[NYC H+H] Cumberland Covid Vaccine Clinic: 1 appt

Jan 20 – 5:00PM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 21:41:59 +0000 2021,"[NYC H+H] Queens Covid Vaccine Clinic: 1 appt

Jan 21 – 11:20AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 21:41:58 +0000 2021,"[NYC H+H] Lincoln Covid Vaccine Clinic: 8 appts

Jan 19 – 4:45PM, 5:00PM, 5:15PM, 5:30PM, 5:45PM, 6:00PM, 6:15PM, 6:30PM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 21:38:24 +0000 2021,"[NYC H+H] Harlem Covid Vaccine Clinic: 1 appt

Jan 21 – 3:25PM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 21:28:41 +0000 2021,"[NYC H+H] Vanderbilt Covid Vaccine Clinic: 1 appt

Jan 20 – 5:00AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 21:25:50 +0000 2021,"[NYC H+H] Elmhurst Covid Vaccine Clinic: 2 appts

Jan 20 – 9:00AM, 12:00PM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 21:20:52 +0000 2021,"[NYC H+H] Woodhull Covid Vaccine Clinic: 1 appt

Jan 21 – 10:30AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 21:10:38 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 1 appt

Jan 21 – 10:00PM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 20:47:32 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 1 appt

Jan 20 – 4:45AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 20:44:29 +0000 2021,"[NYC H+H] Cumberland Covid Vaccine Clinic: 1 appt

Jan 20 – 2:00PM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 20:43:42 +0000 2021,"[NYC H+H] Cumberland Covid Vaccine Clinic: 1 appt

Jan 25 – 1:00PM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 20:41:16 +0000 2021,"[NYC H+H] Bellevue Covid Vaccine Clinic: 1 appt

Jan 23 – 2:30PM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 20:40:41 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 1 appt

Jan 24 – 1:00PM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 20:32:00 +0000 2021,"[NYC H+H] Queens Covid Vaccine Clinic: 1 appt

Feb  1 – 9:40AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 20:28:13 +0000 2021,"[NYC H+H] Vanderbilt Covid Vaccine Clinic: 1 appt

Jan 28 – 2:00PM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 20:25:48 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 1 appt

Jan 24 – 1:30AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 20:15:47 +0000 2021,"[NYC H+H] Coney Island Covid Vaccine Clinic: 1 appt

Jan 20 – 11:45AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 20:15:47 +0000 2021,"[NYC H+H] Jacobi Covid Vaccine Clinic: 1 appt

Jan 19 – 3:30PM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 20:07:48 +0000 2021,"[NYC H+H] North Central Bronx Covid Vaccine Clinic: 1 appt

Jan 20 – 10:15AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 20:02:44 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 1 appt

Jan 19 – 11:30PM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 20:01:51 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 1 appt

Jan 21 – 1:00AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 20:00:23 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 1 appt

Jan 24 – 6:15AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 19:51:07 +0000 2021,"[NYC H+H] Bellevue Covid Vaccine Clinic: 1 appt

Jan 26 – 9:45AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 19:50:22 +0000 2021,"[NYC H+H] East NY Covid Vaccine Clinic: 1 appt

Jan 22 – 12:00PM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 19:32:52 +0000 2021,"[NYC H+H] Vanderbilt Covid Vaccine Clinic: 1 appt

Jan 28 – 5:00AM

https://t.co/iVRnr1hjSf",0,1
Tue Jan 19 19:31:51 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 31 appts

Jan 24 – 12:00AM, 12:15AM, 12:30AM, 1:30AM, 1:45AM, 2:00AM, 2:15AM, 2:30AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 19:31:51 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 20 appts

Jan 23 – 12:00AM, 12:15AM, 1:45AM, 2:00AM, 2:30AM, 2:45AM, 3:00AM, 3:15AM

https://t.co/iVRnr1hjSf",0,1
Tue Jan 19 19:31:51 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 7 appts

Jan 22 – 2:45AM, 3:15AM, 3:30AM, 3:45AM, 4:00AM, 4:15AM, 4:45AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 19:30:04 +0000 2021,"[NYC H+H] Woodhull Covid Vaccine Clinic: 1 appt

Jan 27 – 11:00AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 19:28:10 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 1 appt

Jan 20 – 4:30AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 19:26:50 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 69 appts

Jan 24 – 12:00AM, 12:30AM, 12:45AM, 1:15AM, 1:30AM, 1:45AM, 2:00AM, 2:15AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 19:26:50 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 63 appts

Jan 23 – 12:00AM, 12:15AM, 1:15AM, 1:30AM, 1:45AM, 2:00AM, 2:15AM, 2:30AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 19:26:49 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 43 appts

Jan 22 – 12:00AM, 12:15AM, 12:30AM, 12:45AM, 1:15AM, 1:30AM, 1:45AM, 2:00AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 19:26:49 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 7 appts

Jan 21 – 2:15AM, 2:30AM, 2:45AM, 3:00AM, 3:15AM, 4:00AM, 4:30AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 19:21:49 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 85 appts

Jan 24 – 12:00AM, 12:30AM, 12:45AM, 1:15AM, 1:30AM, 1:45AM, 2:00AM, 2:15AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 19:21:48 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 83 appts

Jan 23 – 12:00AM, 12:15AM, 12:30AM, 12:45AM, 1:15AM, 1:30AM, 1:45AM, 2:00AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 19:21:48 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 77 appts

Jan 22 – 12:00AM, 12:15AM, 12:30AM, 12:45AM, 1:00AM, 1:15AM, 1:30AM, 1:45AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 19:21:48 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 46 appts

Jan 21 – 12:00AM, 12:15AM, 12:30AM, 12:45AM, 1:15AM, 2:00AM, 2:15AM, 2:30AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 19:21:48 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 2 appts

Jan 20 – 4:30AM, 4:45AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 19:16:47 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 95 appts

Jan 24 – 12:00AM, 12:30AM, 12:45AM, 1:00AM, 1:15AM, 1:30AM, 1:45AM, 2:00AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 19:16:47 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 91 appts

Jan 23 – 12:00AM, 12:15AM, 12:30AM, 12:45AM, 1:00AM, 1:15AM, 1:30AM, 1:45AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 19:16:46 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 88 appts

Jan 22 – 12:00AM, 12:15AM, 12:30AM, 12:45AM, 1:00AM, 1:15AM, 1:30AM, 1:45AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 19:16:46 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 85 appts

Jan 21 – 12:00AM, 12:15AM, 12:30AM, 12:45AM, 1:00AM, 1:15AM, 2:00AM, 2:15AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 19:16:46 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 25 appts

Jan 20 – 4:00AM, 4:15AM, 4:45AM, 5:00AM, 5:15AM, 5:30AM, 5:45AM, 6:00AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 19:16:40 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 1 appt

Jan 19 – 5:45PM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 19:15:31 +0000 2021,"[NYC H+H] Elmhurst Covid Vaccine Clinic: 1 appt

Jan 25 – 4:15PM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 19:11:43 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 96 appts

Jan 24 – 12:00AM, 12:15AM, 12:30AM, 12:45AM, 1:00AM, 1:15AM, 1:30AM, 1:45AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 19:11:43 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 93 appts

Jan 23 – 12:00AM, 12:15AM, 12:30AM, 12:45AM, 1:00AM, 1:15AM, 1:30AM, 1:45AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 19:11:42 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 92 appts

Jan 22 – 12:00AM, 12:15AM, 12:30AM, 12:45AM, 1:00AM, 1:15AM, 1:30AM, 1:45AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 19:11:42 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 93 appts

Jan 21 – 12:00AM, 12:15AM, 12:30AM, 12:45AM, 1:00AM, 1:15AM, 2:00AM, 2:15AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 19:11:42 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 50 appts

Jan 20 – 3:00AM, 3:30AM, 3:45AM, 4:00AM, 4:15AM, 4:30AM, 4:45AM, 5:00AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 19:10:18 +0000 2021,"[NYC H+H] East NY Covid Vaccine Clinic: 1 appt

Jan 19 – 4:00PM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 18:34:47 +0000 2021,"[NYC H+H] Coney Island Covid Vaccine Clinic: 1 appt

Jan 22 – 10:15AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 18:12:44 +0000 2021,"[NYC H+H] Belvis Covid Vaccine Clinic: 1 appt

Jan 20 – 5:30PM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 18:09:53 +0000 2021,"[NYC H+H] Queens Covid Vaccine Clinic: 1 appt

Jan 19 – 3:00PM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 17:58:02 +0000 2021,"[NYC H+H] Queens Covid Vaccine Clinic: 1 appt

Jan 20 – 11:40AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 17:45:13 +0000 2021,"[NYC H+H] North Central Bronx Covid Vaccine Clinic: 1 appt

Jan 26 – 11:30AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 17:39:27 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 15 appts

Jan 19 – 5:30PM, 5:45PM, 6:00PM, 6:15PM, 6:30PM, 6:45PM, 7:15PM, 8:45PM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 17:37:55 +0000 2021,"[NYC Vaccine Hub] South Bronx Educational Campus: 1 appt

Jan 19 – 5:40PM

https://t.co/6WNIaPuHXQ",0,0
Tue Jan 19 17:37:44 +0000 2021,"[NYC H+H] Harlem Covid Vaccine Clinic: 1 appt

Jan 20 – 10:30AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 17:31:45 +0000 2021,"[NYC H+H] Belvis Covid Vaccine Clinic: 1 appt

Jan 21 – 9:00AM

https://t.co/iVRnr1hjSf",0,0
Tue Jan 19 17:26:27 +0000 2021,"[NYC Vaccine Hub] Adlai E. Stevenson High School: 1 appt

Jan 20 – 5:30PM

https://t.co/6WNIaPuHXQ",0,0
Tue Jan 19 17:15:13 +0000 2021,"[NYC Vaccine Hub] Staten Island Technical High School: 1 appt

Jan 22 – 5:30PM

https://t.co/6WNIaPuHXQ",0,0
Tue Jan 19 17:14:44 +0000 2021,"[NYC H+H] North Central Bronx Covid Vaccine Clinic: 1 appt

Jan 19 – 4:30PM

https://t.co/iVRnr1hjSf",0,0
