,year,on spotify?
9896,2015,No
9897,2012,No
9898,2012,Yes
9899,2020,Yes
9900,2011,No
9901,2010,No
9902,2019,No
9903,2016,No
9904,2017,Yes
9905,2015,No
9906,2014,No
9907,2012,No
9908,2020,No
9909,2014,No
9910,2013,No
9911,2013,No
9912,2020,No
9913,2018,No
9914,2015,Yes
9915,2020,Yes
9916,2014,Yes
9917,2014,No
9918,2016,No
9919,2010,No
9920,2017,Yes
9921,2017,Yes
9922,2019,No
9923,2016,No
9924,2020,Yes
9925,2014,Yes
9926,2020,No
9927,2018,No
9928,2012,No
9929,2013,No
9930,2018,Yes
9931,2012,No
9932,2020,No
9933,2010,No
9934,2018,Yes
9935,2010,No
9936,2008,Yes
9937,2017,No
9938,2011,No
9939,2020,No
9940,2018,Yes
9941,2020,No
9942,2012,No
9943,2014,Yes
9944,2013,No
9945,2015,No
9946,2017,No
9947,2012,No
9948,2011,No
9949,2014,No
9950,2012,No
9951,2020,No
9952,2016,No
9953,2017,Yes
9954,2014,No
9955,2018,Yes
9956,2015,No
9957,2012,No
9958,2015,No
9959,2014,No
9960,2014,Yes
9961,2018,No
9962,2011,No
9963,2014,No
9964,2013,Yes
9965,2018,No
9966,2018,No
9967,2019,No
9968,2019,No
9969,2012,No
9970,2016,No
9971,2013,No
9972,2016,No
9973,2020,No
9974,2012,No
9975,2019,No
9976,2020,No
9977,2012,Yes
9978,2015,Yes
9979,2010,No
9980,2020,Yes
9981,2014,No
9982,2015,No
9983,2011,No
9984,2012,No
9985,2016,No
9986,2020,No
9987,2014,No
9988,2019,No
9989,2017,No
9990,2010,No
9991,2013,No
9992,2012,No
9993,2013,Yes
9994,2013,No
9995,2017,No
9996,2013,Yes
9997,2017,No
8163,2013,Yes
9504,2013,Yes
9504,2013,Yes
