,year,on spotify?
5002,2018,No
5003,2017,No
5004,2012,No
5005,2020,Yes
5006,2019,Yes
5007,2018,No
5008,2014,No
5009,2012,No
5010,2014,No
5011,2011,Yes
5012,2018,Yes
5013,2018,Yes
5014,2015,No
5015,2017,No
5016,2015,No
5017,2019,Yes
5018,2013,No
5019,2014,Yes
5020,2017,No
5021,2018,No
5022,2020,Yes
5023,2017,No
5024,2013,Yes
5025,2012,No
5026,2018,Yes
5027,2018,No
5028,2018,Yes
5029,2015,No
5030,2013,No
5031,2013,No
5032,2013,No
5033,2019,No
5034,2012,No
5035,2016,No
5036,2019,Yes
5037,2015,Yes
5038,2017,No
5039,2014,Yes
5040,2017,No
5041,2013,No
5042,2019,No
5043,2016,No
5044,2019,No
5045,2016,No
5046,2016,No
5047,2012,No
5048,2016,No
5049,2020,No
5050,2011,No
5051,2012,No
5052,2010,No
5053,2009,No
5054,2014,No
5055,2012,No
5056,2014,Yes
5057,2018,No
5058,2017,No
5059,2016,No
5060,2017,Yes
5061,2013,No
5062,2014,Yes
5063,2011,No
5064,2019,Yes
5065,2011,No
5066,2020,Yes
5067,2017,No
5068,2020,Yes
5069,2020,Yes
5070,2016,No
5071,2016,No
5072,2021,No
5073,2016,Yes
5074,2015,Yes
5075,2018,No
5076,2020,No
5077,2020,Yes
5078,2018,No
5079,2018,Yes
5080,2010,Yes
5081,2016,No
5082,2010,Yes
5083,2015,No
5084,2018,No
5085,2012,No
5086,2018,No
5087,2020,Yes
5088,2017,No
5089,2011,No
5090,2018,No
5091,2014,No
5092,2016,No
5093,2019,No
5094,2013,No
5095,2011,No
5096,2015,Yes
5097,2018,No
5098,2011,No
5099,2011,Yes
5100,2017,Yes
5101,2020,No
5102,2013,No
5103,2017,Yes
5104,2021,No
5105,2014,No
5106,2019,No
5107,2013,No
5108,2013,Yes
5109,2015,No
5110,2017,Yes
5111,2017,No
5112,2010,Yes
5113,2019,No
5114,2013,No
5115,2009,Yes
5116,2015,No
5117,2015,No
5118,2016,No
5119,2015,No
5120,2016,No
5121,2015,Yes
5122,2020,No
5123,2020,No
5124,2014,Yes
5125,2020,No
5126,2012,Yes
5127,2013,No
5128,2009,No
5129,2019,Yes
5130,2018,Yes
5131,2012,No
5132,2018,No
5133,2016,No
5134,2021,Yes
5135,2020,Yes
5136,2015,No
5137,2019,Yes
5138,2014,Yes
5139,2016,No
5140,2013,No
5141,2020,No
5142,2018,No
5143,2017,No
5144,2019,No
5145,2015,No
5146,2017,No
5147,2017,No
5148,2020,No
5149,None,No
5150,2013,No
5151,2010,No
5152,2020,No
5153,2020,No
5154,2012,Yes
5155,2013,No
5156,2014,No
5157,2015,No
5158,2017,Yes
5159,2019,Yes
5160,2016,No
5161,2018,Yes
5162,2016,Yes
5163,2012,No
5164,2016,Yes
5165,2014,Yes
5166,2014,No
5167,2019,No
5168,2018,No
5169,2017,No
5170,2013,Yes
5171,2018,Yes
5172,2016,No
5173,2012,Yes
5174,2015,No
5175,2014,No
5176,2012,No
5177,2019,Yes
5178,2015,No
5179,2015,No
5180,2016,No
5181,2016,No
5182,2011,No
5183,2016,No
5184,2020,No
5185,2015,Yes
5186,2018,No
5187,2018,Yes
5188,2014,No
5189,2013,No
5190,2014,No
5191,2017,No
5192,2018,No
5193,2015,Yes
5194,2014,No
5195,2017,Yes
5196,2017,Yes
5197,2019,No
5198,2011,No
5199,2016,No
5200,2012,Yes
5201,2014,No
5202,2015,No
5203,2015,Yes
5204,2013,No
5205,2013,Yes
5206,2019,No
5207,2019,No
5208,2020,No
5209,2012,Yes
5210,2014,No
5211,2016,No
5212,2019,No
5213,2017,Yes
5214,2017,Yes
5215,2013,No
5216,2013,Yes
5217,2019,No
5218,2020,Yes
5219,2020,No
5220,2012,Yes
5221,2020,No
5222,2019,Yes
5223,2017,No
5224,2010,No
5225,2016,No
5226,2015,No
5227,2020,Yes
5228,2014,No
5229,2010,No
5230,2016,No
5231,2019,No
5232,2014,Yes
5233,2021,Yes
5234,2017,No
5235,2015,No
5236,2019,No
5237,2021,Yes
5238,2017,Yes
5239,2019,Yes
5240,2014,Yes
5241,2019,No
5242,2012,No
5243,2017,No
5244,2021,No
5245,2015,No
5246,2018,No
5247,2014,No
5248,2020,No
5249,2020,No
5250,2020,No
5251,2014,No
5252,2020,No
5253,2012,No
5254,2020,Yes
5255,2016,Yes
5256,2015,No
5257,2011,Yes
5258,2016,No
5259,2013,No
5260,2019,No
5261,2014,No
5262,2016,No
5263,2010,No
5264,2013,No
5265,2016,Yes
5266,2018,No
5267,2016,No
5268,2017,No
5269,2014,No
5270,2019,No
5271,2015,Yes
5272,2019,No
5273,2018,No
5274,2020,Yes
5275,2015,No
5276,2018,Yes
5277,2011,No
5278,2012,No
5279,2011,No
5280,2016,No
5281,2016,No
5282,2012,Yes
5283,2010,No
5284,2017,Yes
5285,2014,No
5286,2017,No
5287,2011,No
5288,2018,No
5289,2017,No
5290,2020,Yes
5291,2013,No
5292,2016,Yes
5293,2013,No
5294,2014,No
5295,2020,No
5296,2017,No
5297,2016,Yes
5298,2016,No
5299,2017,No
5300,2014,No
5301,2012,No
5302,2016,No
5303,2017,Yes
5304,2011,Yes
5305,2010,Yes
5306,2015,Yes
5307,2020,No
5308,2018,No
5309,2017,No
5310,2014,No
5311,2018,No
5312,2020,No
5313,2015,No
5314,2016,No
5315,2020,No
5316,2012,No
5317,2020,No
5318,2020,Yes
5319,2015,Yes
5320,2014,No
5321,2016,No
5322,2015,No
5323,2020,Yes
5324,2020,No
5325,2016,Yes
5326,2017,No
5327,2010,No
5328,2019,Yes
5329,2015,Yes
5330,2016,Yes
5331,2010,Yes
5332,2011,No
5333,2018,No
5334,2009,No
5335,2019,No
5336,2012,No
5337,2016,No
5338,2020,No
5339,2020,No
5340,2014,No
5341,2014,No
5342,2011,Yes
5343,2019,No
5344,2009,No
5345,2012,No
5346,2013,No
5347,2012,No
5348,2014,No
5349,2018,No
5350,2020,No
5351,2013,No
5352,2020,No
5353,2020,Yes
5354,2019,Yes
5355,2019,No
5356,2013,No
5357,2014,No
5358,2020,No
5359,2015,No
5360,2012,No
5361,2019,Yes
5362,2020,No
5363,2020,No
5364,2014,No
5365,2014,No
5366,2015,No
5367,2012,No
5368,2020,No
5369,2014,Yes
5370,2014,No
5371,2017,No
5372,2014,No
5373,2015,No
5374,2013,No
5375,2017,No
5376,2013,No
5377,2013,No
5378,2017,No
5379,2016,Yes
5380,2019,No
5381,2009,No
5382,2017,Yes
5383,2020,No
5384,2018,No
5385,2020,No
5386,2012,No
5387,2012,No
5388,2010,No
5389,2020,Yes
5390,2020,No
5391,2015,Yes
5392,2017,No
5393,2020,No
5394,2012,Yes
5395,2013,No
5396,2019,No
5397,2012,No
5398,2012,No
5399,2014,No
5400,2018,No
5401,2020,No
5402,2013,No
5403,2019,No
5404,2016,Yes
5405,2018,No
5406,2021,No
5407,2015,Yes
5408,2019,No
5409,2017,No
5410,2013,No
5411,2020,Yes
5412,2009,Yes
5413,2019,No
5414,2017,No
5415,2017,No
5416,2020,Yes
5417,2019,Yes
5418,2013,No
5419,2012,No
5420,2018,Yes
5421,2010,Yes
5422,2012,No
5423,2018,No
5424,2016,No
5425,2019,No
5426,2011,No
5427,2016,No
5428,2021,No
5429,2020,No
5430,2020,Yes
5431,2020,Yes
5432,2011,No
5433,2017,No
5434,2018,Yes
5435,2021,No
5436,2010,No
5437,2021,No
5438,2012,No
5439,2011,No
5440,2009,No
5441,2016,No
5442,2017,Yes
5443,2012,No
5444,2016,No
5445,2017,No
5446,2018,No
5447,2018,No
5448,2016,Yes
5449,2016,No
5450,2019,No
5451,2019,No
5452,2019,Yes
5453,2018,No
5454,2014,Yes
5455,2012,No
5456,2016,No
5457,2018,Yes
5458,2019,No
5459,2018,No
5460,2017,Yes
5461,2019,Yes
5462,2017,Yes
5463,2011,No
5464,2020,Yes
5465,2017,No
5466,2010,No
5467,2019,No
5468,2012,No
5469,2015,Yes
5470,2013,No
5471,2016,No
5472,2018,No
5473,2010,Yes
5474,2016,Yes
5475,2018,No
5476,2012,No
5477,2018,No
5478,2014,No
5479,2012,Yes
5480,2015,No
5481,2016,Yes
5482,2017,Yes
5483,2014,Yes
5484,2012,No
5485,2010,No
5486,2017,No
5487,2012,No
5488,2015,No
5489,2018,Yes
5490,2013,No
5491,2011,Yes
5492,2014,No
5493,2016,Yes
5494,2015,No
5495,2014,Yes
5496,2016,No
5497,2012,No
5498,2019,Yes
5499,2020,No
5500,2018,Yes
5501,2012,Yes
5502,2017,No
5503,2014,No
5504,2013,No
5505,2011,No
5506,2013,No
5507,2010,No
5508,2013,No
5509,2018,Yes
5510,2021,Yes
5511,2020,Yes
5512,2019,No
5513,2014,No
5514,2017,No
5515,2011,Yes
5516,2020,Yes
5517,2017,No
5518,2018,No
5519,2018,Yes
5520,2010,Yes
5521,2014,No
5522,2015,No
5523,2013,Yes
5524,2015,No
5525,2016,No
5526,2018,Yes
5527,2013,No
5528,2012,No
5529,2020,No
5530,2011,No
5531,2015,No
5532,2016,Yes
5533,2014,Yes
5534,2010,No
5535,2016,No
5536,2015,No
5537,2014,No
5538,2020,No
5539,2020,No
5540,2011,No
5541,2014,No
5542,2020,No
5543,2013,No
5544,2014,Yes
5545,2010,Yes
5546,2020,No
5547,2013,No
5548,2016,No
5549,2014,No
5550,2011,No
5551,2012,No
5552,2016,No
5553,2013,No
5554,2016,No
5555,2019,No
5556,2017,No
5557,2016,No
5558,2016,Yes
5559,2020,No
5560,2015,No
5561,2016,No
5562,2014,No
5563,2016,No
5564,2019,No
5565,2016,No
5566,2013,Yes
5567,2011,No
5568,2013,No
5569,2012,No
5570,2016,Yes
5571,2018,No
5572,2011,No
5573,2017,No
5574,2017,No
5575,2014,No
5576,2016,No
5577,2012,No
5578,2018,No
5579,2018,Yes
5580,2010,Yes
5581,2012,No
5582,2014,No
5583,2016,No
5584,2017,Yes
5585,2018,No
5586,2014,No
5587,2016,No
5588,2019,No
5589,2019,Yes
5590,2015,Yes
5591,2019,Yes
5592,2017,No
5593,2020,No
5594,2012,No
5595,2012,Yes
5596,2020,No
5597,2020,Yes
5598,2020,No
5599,2020,No
5600,2020,Yes
5601,2013,No
5602,2020,Yes
5603,2017,No
5604,2012,No
5605,2012,No
5606,2019,No
5607,2012,No
5608,2020,No
5609,2013,No
5610,2021,Yes
5611,2017,No
5612,2019,Yes
5613,2012,No
5614,2018,No
5615,2018,No
5616,2014,Yes
5617,2015,No
5618,2019,Yes
5619,2018,No
5620,2014,No
5621,2013,No
5622,2018,Yes
5623,2020,Yes
5624,2020,No
5625,2016,No
5626,2020,Yes
5627,2017,No
5628,2012,Yes
5629,2011,No
5630,2019,Yes
5631,2013,Yes
5632,2018,No
5633,2012,No
5634,2016,No
5635,2020,No
5636,2011,Yes
5637,2013,No
5638,2017,No
5639,2020,No
5640,2020,Yes
5641,2015,No
5642,2012,No
5643,2011,No
5644,2013,No
5645,2016,No
5646,2015,No
5647,2015,Yes
5648,2020,Yes
5649,2019,No
5650,2012,No
5651,2018,Yes
5652,2016,No
5653,2020,No
5654,2011,No
5655,2015,No
5656,2011,No
5657,2017,No
5658,2013,No
5659,2016,No
5660,2011,No
5661,2020,No
5662,2020,Yes
5663,2017,No
5664,2014,No
5665,2013,No
5666,2015,No
5667,2019,Yes
5668,2015,No
5669,2016,No
5670,2012,No
5671,2018,Yes
5672,2009,No
5673,2012,No
5674,2015,Yes
5675,2016,No
5676,2013,Yes
5677,2015,No
5678,2020,No
5679,2019,Yes
5680,2019,Yes
5681,2010,No
5682,2012,No
5683,2020,No
5684,2020,No
5685,2018,No
5686,2020,No
5687,2013,No
5688,2019,No
5689,2017,No
5690,2020,Yes
5691,2020,No
5692,2016,No
5693,2020,Yes
5694,2012,No
5695,2016,No
5696,2019,Yes
5697,2016,Yes
5698,2017,Yes
5699,2012,No
5700,2012,No
5701,2018,No
5702,2018,Yes
5703,2021,No
5704,2018,No
5705,2012,No
5706,2020,No
5707,2016,Yes
5708,2014,No
5709,2019,Yes
5710,2015,No
5711,2012,No
5712,2017,No
5713,2015,No
5714,2019,No
5715,2015,No
5716,2013,No
5717,2021,No
5718,2018,No
5719,2018,No
5720,2018,Yes
5721,2020,No
5722,2018,No
5723,2014,No
5724,2016,No
5725,2014,No
5726,2016,No
5727,2017,No
5728,2010,No
5729,2011,No
5730,2018,No
5731,2013,No
5732,2014,No
5733,2013,No
5734,2017,No
5735,2013,No
5736,2014,No
5737,2019,No
5738,2019,No
5739,2015,Yes
5740,2018,Yes
5741,2017,Yes
5742,2017,Yes
5743,2020,No
5744,2019,Yes
5745,2014,No
5746,2012,No
5747,2013,No
5748,2015,No
5749,2012,No
5750,2019,No
5751,2012,No
5752,2018,No
5753,2016,Yes
5754,2012,Yes
5755,2018,No
5756,2020,No
5757,2019,Yes
5758,2018,No
5759,2018,No
5760,2018,No
5761,2017,No
5762,2012,Yes
5763,2014,No
5764,2014,No
5765,2013,No
5766,2010,No
5767,2016,Yes
5768,2018,No
5769,2014,No
5770,2019,Yes
5771,2015,No
5772,2011,No
5773,2018,Yes
5774,2017,Yes
5775,2012,No
5776,2012,No
5777,2019,No
5778,2014,No
5779,2010,Yes
5780,2018,No
5781,2014,Yes
5782,2015,No
5783,2015,No
5784,2012,No
5785,2021,No
5786,2014,No
5787,2017,Yes
5788,2012,No
5789,2020,No
5790,2012,No
5791,2014,No
5792,2012,No
5793,2014,Yes
5794,2020,No
5795,2012,No
5796,2012,Yes
5797,2013,No
5798,2020,No
5799,2019,Yes
5800,2018,No
5801,2012,No
5802,2013,No
5803,2014,No
5804,2012,No
5805,2018,Yes
5806,2020,Yes
5807,2011,Yes
5808,2020,Yes
5809,2011,No
5810,2016,No
5811,2018,No
5812,2016,No
5813,2012,No
5814,2017,No
5815,2012,No
5816,2016,No
5817,2010,Yes
5818,2018,Yes
5819,2013,No
5820,2011,Yes
5821,2010,Yes
5822,2016,No
5823,2017,No
5824,2013,Yes
5825,2021,Yes
5826,2020,Yes
5827,2012,No
5828,2016,No
5829,2013,Yes
5830,2011,No
5831,2010,Yes
5832,2013,No
5833,2011,Yes
5834,2018,No
5835,2019,No
5836,2014,No
5837,2017,No
5838,2011,No
5839,2011,Yes
5840,2018,No
5841,2020,No
5842,2014,Yes
5843,2014,Yes
5844,2021,No
5845,2019,No
5846,2015,No
5847,2012,No
5848,2020,No
5849,2009,Yes
5850,2014,No
5851,2016,No
5852,2015,No
5853,2014,No
5854,2012,Yes
5855,2020,No
5856,2012,Yes
5857,2012,Yes
5858,2012,Yes
5859,2021,No
5860,2016,Yes
5861,2017,Yes
5862,2017,Yes
5863,2015,No
5864,2010,No
5865,2018,No
5866,2021,No
5867,2011,No
5868,2014,No
5869,2018,No
5870,2019,No
5871,2016,No
5872,2015,Yes
5873,2018,No
5874,2020,No
5875,2012,No
5876,2020,No
5877,2011,Yes
5878,2016,No
5879,2019,No
5880,2020,No
5881,2014,No
5882,2013,No
5883,2012,No
5884,2013,No
5885,2009,No
5886,2020,No
5887,2020,No
5888,2018,No
5889,2013,No
5890,2013,Yes
5891,2020,No
5892,2016,No
5893,2012,Yes
5894,2013,No
5895,2016,No
5896,2014,No
5897,2018,No
5898,2018,No
5899,2019,No
5900,2014,No
5901,2014,Yes
5902,2015,No
5903,2016,Yes
5904,2017,No
5905,2016,Yes
5906,2011,No
5907,2015,Yes
5908,2016,Yes
5909,2017,No
5910,2012,No
5911,2014,Yes
5912,2018,No
5913,2017,No
5914,2020,No
5915,2012,No
5916,2017,No
5917,2018,No
5918,2013,Yes
5919,2012,No
5920,2018,Yes
5921,2013,No
5922,2015,Yes
5923,2012,No
5924,2016,No
5925,2015,No
5926,2011,No
5927,2021,Yes
5928,2016,No
5929,2020,Yes
5930,2017,No
5931,2020,Yes
5932,2016,No
5933,2020,No
5934,2016,No
5935,2017,Yes
5936,2014,No
5937,2020,No
5938,2016,No
5939,2019,No
5940,2013,No
5941,2017,No
5942,2017,No
5943,2015,No
5944,2013,No
5945,2019,Yes
5946,2013,No
5947,2014,No
5948,2017,Yes
5949,2021,No
5950,2019,No
5951,2010,Yes
5952,2009,No
5953,2017,Yes
5954,2012,No
5955,2010,No
5956,2019,Yes
5957,2015,No
5958,2015,No
5959,2018,No
5960,2013,No
5961,2012,No
5962,2012,No
5963,2016,No
5964,2016,No
5965,2012,No
5966,2012,No
5967,2012,No
5968,2009,No
5969,2017,No
5970,2018,No
5971,2015,No
5972,2017,No
5973,2016,No
5974,2020,No
5975,2016,No
5976,2018,Yes
5977,2019,Yes
5978,2018,No
5979,2013,Yes
5980,2013,No
5981,2020,No
5982,2011,No
5983,2019,Yes
5984,2013,Yes
5985,2017,Yes
5986,2017,No
5987,2013,No
5988,2017,No
5989,2017,No
5990,2018,Yes
5991,2012,No
5992,2013,No
5993,2020,No
5994,2018,No
5995,2017,Yes
5996,2012,No
5997,2017,No
5998,2018,No
5999,2017,No
6000,2020,Yes
6001,2013,Yes
6002,2015,No
6003,2020,Yes
6004,2016,No
6005,2014,Yes
6006,2015,No
6007,2013,No
6008,2011,No
6009,2016,No
6010,2020,No
6011,2015,No
6012,2013,No
6013,2017,No
6014,2013,Yes
6015,2020,Yes
6016,2014,No
6017,2014,No
6018,2020,No
6019,2015,No
6020,2014,No
6021,2014,No
6022,2010,No
6023,2015,No
6024,2016,No
6025,2019,No
6026,2016,No
6027,2015,No
6028,2014,Yes
6029,2018,No
6030,2012,No
6031,2019,No
6032,2021,No
6033,2020,No
6034,2018,No
6035,2014,No
6036,2012,No
6037,2015,No
6038,2013,No
6039,2017,No
6040,2018,No
6041,2015,No
6042,2017,Yes
6043,2012,No
6044,2015,No
6045,2017,No
6046,2014,No
6047,2016,No
6048,2014,No
6049,2012,No
6050,2016,Yes
6051,2010,No
6052,2011,No
6053,2016,No
6054,2016,Yes
6055,2019,No
6056,2015,Yes
6057,2020,No
6058,2017,Yes
6059,2017,No
6060,2013,No
6061,2016,Yes
6062,2013,No
6063,2014,Yes
6064,2010,No
6065,2015,No
6066,2018,No
6067,2019,Yes
6068,2011,No
6069,2013,No
6070,2020,No
6071,2012,No
6072,2016,No
6073,2015,No
6074,2011,No
6075,2020,No
6076,2013,Yes
6077,2015,No
6078,2015,No
6079,2011,Yes
6080,2011,Yes
6081,2018,No
6082,2019,No
6083,2018,Yes
6084,2019,Yes
6085,2021,No
6086,2014,No
6087,2013,Yes
6088,2019,No
6089,2012,Yes
6090,2020,No
6091,2018,Yes
6092,2019,Yes
6093,2015,Yes
6094,2013,No
6095,2015,No
6096,2015,Yes
6097,2020,Yes
6098,2020,No
6099,2010,No
6100,2011,No
6101,2013,No
6102,2015,No
6103,2018,No
6104,2017,Yes
6105,2014,Yes
6106,2012,No
6107,2019,No
6108,2017,No
6109,2020,No
6110,2019,Yes
6111,2019,No
6112,2019,No
6113,2011,No
6114,2014,No
6115,2017,Yes
6116,2017,No
6117,2016,Yes
6118,2018,Yes
6119,2020,No
6120,2016,Yes
6121,2015,Yes
6122,2019,Yes
6123,2017,No
6124,2016,No
6125,2016,No
6126,2015,No
6127,2014,No
6128,2020,No
6129,2014,Yes
6130,2019,No
6131,2011,No
6132,2019,No
6133,2016,No
6134,2015,Yes
6135,2020,Yes
6136,2012,No
6137,2014,No
6138,2020,Yes
6139,2019,Yes
6140,2018,Yes
6141,2018,Yes
6142,2010,No
6143,2014,No
6144,2017,No
6145,2015,No
6146,2017,Yes
6147,2020,Yes
6148,2014,Yes
6149,2019,No
6150,2016,Yes
6151,2013,No
6152,2013,No
6153,2012,Yes
6154,2021,Yes
6155,2012,No
6156,2011,Yes
6157,2020,No
6158,2016,No
6159,2014,No
6160,2018,No
6161,2020,Yes
6162,2011,No
6163,2015,No
6164,2013,No
6165,2020,No
6166,2016,No
6167,2018,Yes
6168,2011,Yes
6169,2012,Yes
6170,2014,No
6171,2012,No
6172,2010,No
6173,2015,No
6174,2010,Yes
6175,2020,No
6176,2015,Yes
6177,2013,No
6178,2017,Yes
6179,2018,No
6180,2014,No
6181,2017,No
6182,2013,No
6183,2016,No
6184,None,No
6185,2019,Yes
6186,2014,No
6187,2016,Yes
6188,2020,No
6189,2015,No
6190,2013,No
6191,2014,No
6192,2016,Yes
6193,2011,No
6194,2020,Yes
6195,2013,Yes
6196,None,No
6197,2011,Yes
6198,2020,No
6199,2011,No
6200,2017,No
6201,2017,No
6202,2017,No
6203,2011,No
6204,2014,Yes
6205,2017,No
6206,2019,No
6207,2013,Yes
6208,2020,Yes
6209,2011,Yes
6210,2021,Yes
6211,2015,No
6212,2014,No
6213,2014,Yes
6214,2018,No
6215,2020,No
6216,2020,No
6217,2011,Yes
6218,2015,No
6219,2019,No
6220,2014,No
6221,2020,Yes
6222,2018,Yes
6223,2016,No
6224,2015,No
6225,2013,No
6226,2019,Yes
6227,2020,No
6228,2015,No
6229,2014,No
6230,2021,Yes
6231,2015,No
6232,2013,Yes
6233,2015,Yes
6234,2019,Yes
6235,2013,No
6236,2021,Yes
6237,2011,No
6238,2019,No
6239,2014,No
6240,2020,No
6241,2016,No
6242,2016,No
6243,2014,No
6244,2012,No
6245,2016,No
6246,2012,No
6247,2014,No
6248,2020,Yes
6249,2011,No
6250,2014,No
6251,2011,No
6252,2013,No
6253,2020,No
6254,2014,No
6255,2015,No
6256,2018,No
6257,2020,No
6258,2011,No
6259,2015,No
6260,2013,No
6261,2020,No
6262,2012,Yes
6263,2017,Yes
6264,2018,No
6265,2015,No
6266,2020,Yes
6267,2019,Yes
6268,2013,Yes
6269,2010,No
6270,2011,No
6271,2018,No
6272,2012,No
6273,2019,No
6274,2014,No
6275,2016,No
6276,2019,Yes
6277,2012,No
6278,2020,No
6279,2016,No
6280,2014,No
6281,2017,No
6282,2013,Yes
6283,2016,No
6284,2018,Yes
6285,2018,No
6286,2014,No
6287,2015,Yes
6288,2020,No
6289,2015,No
6290,2014,No
6291,2020,No
6292,2013,No
6293,2014,No
6294,2013,No
6295,2014,No
6296,2010,No
6297,2014,No
6298,2013,No
6299,2011,No
6300,2012,No
6301,2014,Yes
6302,2013,No
6303,2017,No
6304,2018,Yes
6305,2014,No
6306,2021,Yes
6307,2014,No
6308,2020,No
6309,None,No
6310,2020,Yes
6311,2019,Yes
6312,2018,No
6313,2017,No
6314,2018,No
6315,2015,No
6316,2017,Yes
6317,2019,Yes
6318,2014,No
6319,2013,No
6320,2020,Yes
6321,2019,Yes
6322,2015,No
6323,2009,Yes
6324,2010,No
6325,2014,No
6326,2019,No
6327,2018,Yes
6328,2018,No
6329,2011,No
6330,2014,No
6331,2017,Yes
6332,2019,No
6333,2018,No
6334,2018,No
6335,2015,No
6336,2018,No
6337,2018,Yes
6338,2012,No
6339,2013,No
6340,2011,No
6341,2012,No
6342,2018,Yes
6343,2012,No
6344,2017,Yes
6345,2013,No
6346,2018,No
6347,2014,No
6348,2019,Yes
6349,2020,No
6350,2013,No
6351,2017,Yes
6352,2015,No
6353,2020,Yes
6354,2020,No
6355,2011,No
6356,2013,No
6357,2014,Yes
6358,2017,Yes
6359,2020,Yes
6360,2016,No
6361,2015,No
6362,2018,No
6363,2019,Yes
6364,2013,Yes
6365,2012,No
6366,2015,No
6367,2018,No
6368,2019,Yes
6369,2013,No
6370,2018,No
6371,2014,Yes
6372,2020,Yes
6373,2016,Yes
6374,2018,No
6375,2013,Yes
6376,2017,No
6377,2018,No
6378,2015,No
6379,2017,No
6380,2019,Yes
6381,2011,No
6382,2017,Yes
6383,2014,No
6384,2013,No
6385,2013,No
6386,2019,Yes
6387,2012,Yes
6388,2015,No
6389,2018,No
6390,2020,Yes
6391,2015,No
6392,2019,No
6393,2009,No
6394,2016,No
6395,2012,No
6396,2019,Yes
6397,2017,No
6398,2015,No
6399,2019,No
6400,2015,Yes
6401,2012,No
6402,2015,No
6403,2021,Yes
6404,2021,No
6405,2020,Yes
6406,2019,No
6407,2020,No
6408,2012,No
6409,2012,No
6410,2014,No
6411,2015,No
6412,2020,Yes
6413,2020,No
6414,2018,Yes
6415,2018,No
6416,2016,Yes
6417,2013,No
6418,2017,Yes
6419,2013,No
6420,2016,No
6421,2018,No
6422,2014,No
6423,2014,No
6424,2012,No
6425,2020,Yes
6426,2011,Yes
6427,2016,No
6428,2015,No
6429,2016,No
6430,2019,No
6431,2015,No
6432,2016,Yes
6433,2013,Yes
6434,2020,No
6435,2013,No
6436,2017,No
6437,2013,No
6438,2020,No
6439,2016,No
6440,2011,No
6441,2019,No
6442,2015,No
6443,2010,Yes
6444,2017,Yes
6445,2017,No
6446,2015,No
6447,2020,No
6448,2019,No
6449,2019,Yes
6450,2014,No
6451,2018,No
6452,2016,No
6453,2009,Yes
6454,2017,No
6455,2018,No
6456,2020,No
6457,2012,No
6458,2015,Yes
6459,2017,No
6460,2016,No
6461,2016,No
6462,2020,Yes
6463,2017,No
6464,2017,No
6465,2017,No
6466,2014,No
6467,2020,No
6468,2018,Yes
6469,2010,No
6470,2017,No
6471,2010,Yes
6472,2012,No
6473,2012,No
6474,2020,No
6475,None,No
6476,2016,Yes
6477,2021,Yes
6478,2020,No
6479,2014,Yes
6480,2015,No
6481,2013,No
6482,2016,No
6483,2010,Yes
6484,2012,No
6485,2012,No
6486,2018,No
6487,2015,No
6488,2018,Yes
6489,2013,No
6490,2011,No
6491,2011,Yes
6492,2015,Yes
6493,2018,No
6494,2013,No
6495,2020,Yes
6496,2015,Yes
6497,2015,No
6498,2018,Yes
6499,2012,Yes
6500,2020,Yes
6501,2018,No
6502,2018,No
6503,2015,No
6504,2017,No
6505,2020,No
6506,2013,No
6507,2014,No
6508,2016,Yes
6509,2012,Yes
6510,2020,Yes
6511,2013,No
6512,2020,Yes
6513,2011,No
6514,2021,No
6515,2019,No
6516,2011,Yes
6517,2015,No
6518,2014,Yes
6519,2015,No
6520,2020,No
6521,2009,No
6522,2013,No
6523,2012,No
6524,2011,No
6525,2011,No
6526,2011,Yes
6527,2010,No
6528,2013,Yes
6529,2019,Yes
6530,2020,No
6531,2013,No
6532,2016,Yes
6533,2017,No
6534,2014,No
6535,2020,No
6536,2015,Yes
6537,2014,No
6538,2014,Yes
6539,2017,No
6540,2013,No
6541,2018,Yes
6542,2018,No
6543,2010,Yes
6544,2019,Yes
6545,2020,No
6546,2014,Yes
6547,2013,No
6548,2011,No
6549,2016,Yes
6550,2019,No
6551,2011,No
6552,2018,No
6553,2016,No
6554,2020,No
6555,2019,No
6556,2016,No
6557,2015,No
6558,2013,Yes
6559,2018,Yes
6560,2018,No
6561,2017,No
6562,2013,No
6563,2018,No
6564,2015,No
6565,2019,Yes
6566,2019,Yes
6567,2015,No
6568,2016,Yes
6569,2012,Yes
6570,2017,Yes
6571,2016,No
6572,2014,No
6573,2014,No
6574,2014,No
6575,2020,No
6576,2012,No
6577,2014,No
6578,2012,Yes
6579,2009,No
6580,2016,No
6581,2017,No
6582,2011,No
6583,2012,No
6584,2010,No
6585,2017,No
6586,2019,Yes
6587,2019,Yes
6588,2014,Yes
6589,2020,Yes
6590,2017,No
6591,2020,No
6592,2010,Yes
6593,2016,Yes
6594,2015,No
6595,2014,No
6596,2014,No
6597,2017,No
6598,2018,No
6599,2016,No
6600,2011,No
6601,2018,Yes
6602,2016,Yes
6603,2010,No
6604,2014,Yes
6605,2017,Yes
6606,2018,No
6607,2020,Yes
6608,2020,No
6609,2012,Yes
6610,2013,Yes
6611,2011,No
6612,2014,No
6613,2019,No
6614,2015,No
6615,2013,Yes
6616,2018,No
6617,2012,No
6618,2011,No
6619,2018,Yes
6620,2018,No
6621,2018,Yes
6622,2013,Yes
6623,2017,No
6624,2019,No
6625,2011,No
6626,2018,Yes
6627,2020,No
6628,2014,No
6629,2018,No
6630,2012,No
6631,2020,Yes
6632,2014,No
